Location,Region,District,Street,Price,Price_sqm,Views,Area,Rooms,Floor,Storeys,Bathrooms,Building_type,Ceiling_height,Condition,Date_added,Date_edited,Date_scraped,Latitude,Longitude,Address,Facilities,Additional_info,url,On_request,Error,Listing_type,Property_type,Floors,Platform_name,Airconditioner,Canalization,Centralheating,Electricity,Gas,Heating,Hotwater,Internet,Irrigation,Sewerage,Water,Water24_7,Attic,Balcony,Basement,Bilateral,Buildingexistence,Closetothebusstation,Elevator,Equipment,Eurowindows,Fence,Fireplace,Furniture,Garage,Gate,Grating,Gym,Heatedfloor,Heater,Highfirstfloor,Irondoor,Laminateflooring,Loggia,Openbalcony,Park,Parking,Parquet,Playground,Roadside,Sauna,Securitysystem,Storageroom,Sunny,Swimmingpool,Tile,Has_view
"Yerevan, Center, Tumanyan St",Yerevan, Center, Tumanyan St,170000,2537,771.0,67.0,3,5,6,1,Stone,3.2,Newly repaired,02.09.2021,02.09.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Storageroom,Tile,Laminateflooring,Sunny,View,Roadside,Closetothebusstation,Playground,Park,Elevator",https://myrealty.am/en/3-bedroom/apartment-for-sale/Tumanyan+St/Center/Yerevan/114080,0,0,for sale,apartment,,bars.am,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1
"Yerevan, Center, Abovyan St",Yerevan, Center, Abovyan St,125000,3472,793.0,36.0,1,5,5,1,Stone,3.0,Newly repaired,02.09.2021,23.02.2022,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Air-conditioner,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Tile,Laminateflooring,Parquet,Sunny,View,Roadside,Closetothebusstation,Playground,Park",https://myrealty.am/en/1-bedroom/apartment-for-sale/Abovyan+St/Center/Yerevan/114078,0,0,for sale,apartment,,myrealty.am,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1
"Yerevan, Center, Dzorap St",Yerevan, Center, Dzorap St,130000,2167,1028.0,60.0,2,9,9,1,Monolit,3.2,Newly repaired,01.09.2021,01.09.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Eurowindows,Irondoor,Openbalcony,Tile,Laminateflooring,Parquet,Heatedfloor,Securitysystem,Sunny,View,Bilateral,Roadside,Parking,Playground,Park,Elevator",https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Dzorap+St/Center/Yerevan/114076,0,0,for sale,apartment,,bars.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1
"Yerevan, Center, Dzorap St",Yerevan, Center, Dzorap St,222000,2114,1184.0,105.0,3,7,9,2,Monolit,3.2,Newly repaired,01.09.2021,13.10.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Eurowindows,Irondoor,Openbalcony,Tile,Laminateflooring,Parquet,Heatedfloor,Securitysystem,Sunny,View,Bilateral,Roadside,Closetothebusstation,Parking,Playground,Park,Elevator",https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Dzorap+St/Center/Yerevan/114077,0,0,for sale,apartment,,bars.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1
"Yerevan, Center, Saryan St",Yerevan, Center, Saryan St,120000,1714,948.0,70.0,2,7,11,1,Panel,2.8,Good,01.09.2021,17.11.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Sewerage,Canalization,Water,water24/7,Electricity,Internet,Hotwater,Gas,Heating","Equipment,Furniture",https://myrealty.am/en/2-bedroom/apartment-for-sale/Saryan+St/Center/Yerevan/114071,0,0,for sale,apartment,,myrealty.am,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yerevan, Center, Paronyan St",Yerevan, Center, Paronyan St,153000,1937,972.0,79.0,2,13,15,1,Monolit,3.0,Zero condition,01.09.2021,16.11.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Water,water24/7,Electricity,Hotwater,Gas,Heating","Irondoor,Eurowindows,Elevator",https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Paronyan+St/Center/Yerevan/114069,0,0,for sale,apartment,,myrealty.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yerevan, Center, Lalayants st",Yerevan, Center, Lalayants st,110000,1642,856.0,67.0,2,11,11,1,Panel,2.8,Good,01.09.2021,16.11.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","water24/7,Electricity,Centralheating,Air-conditioner,Internet,Hotwater,Gas,Heating","Elevator,Balcony,Equipment,Furniture",https://myrealty.am/en/2-bedroom/apartment-for-sale/Lalayants+st/Center/Yerevan/114068,0,0,for sale,apartment,,bars.am,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yerevan, Center, Amiryan St",Yerevan, Center, Amiryan St,125000,1786,849.0,70.0,2,12,16,1,Panel,2.8,Newly repaired,01.09.2021,16.11.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Openbalcony,Tile,Parquet,Sunny,View,Roadside,Closetothebusstation,Playground,Park,Elevator",https://myrealty.am/en/2-bedroom/apartment-for-sale/Amiryan+St/Center/Yerevan/114067,0,0,for sale,apartment,,myrealty.am,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1
"Yerevan, Center, Buzand St",Yerevan, Center, Buzand St,168000,3000,938.0,56.0,2,3,8,1,Monolit,3.0,Good,01.09.2021,16.11.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Eurowindows,Irondoor,Openbalcony,Tile,Laminateflooring,Elevator",https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Buzand+St/Center/Yerevan/114066,0,0,for sale,apartment,,bars.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"Yerevan, Center, Antarayin St",Yerevan, Center, Antarayin St,135000,2109,987.0,64.0,2,2,10,1,Monolit,3.2,Newly repaired,01.09.2021,16.11.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Hotwater,Electricity,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Tile,Laminateflooring,Securitysystem,Elevator",https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Antarayin+St/Center/Yerevan/114065,0,0,for sale,apartment,,bars.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"Yerevan, Center, Argishti St",Yerevan, Center, Argishti St,60000,1622,1246.0,37.0,1,5,14,1,Monolit,2.8,Good,01.09.2021,12.11.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Water,water24/7,Electricity,Hotwater,Gas,Heating","Irondoor,Securitysystem,Elevator,Equipment,Furniture",https://myrealty.am/en/1-bedroom/apartment-for-sale-in-new-construction/Argishti+St/Center/Yerevan/114063,0,0,for sale,apartment,,bars.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Yerevan, Center, Amiryan St",Yerevan, Center, Amiryan St,135000,1929,779.0,70.0,3,11,16,1,Panel,2.8,Good,01.09.2021,18.11.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Water,water24/7,Electricity,Hotwater,Gas","Closetothebusstation,View,Sunny,Elevator",https://myrealty.am/en/3-bedroom/apartment-for-sale/Amiryan+St/Center/Yerevan/114062,0,0,for sale,apartment,,myrealty.am,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"Yerevan, Arabkir, A. Khachatrian St",Yerevan, Arabkir, A. Khachatrian St,97000,970,732.0,100.0,4,5,9,1,Panel,2.8,Good,01.09.2021,01.09.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Hotwater,Sewerage,Canalization,Electricity,Gas,Water,water24/7","Openbalcony,Basement,Parquet,View,Closetothebusstation,Garage,Playground,Park",https://myrealty.am/en/4-bedroom/apartment-for-sale/A.+Khachatrian+St/Arabkir/Yerevan/114058,0,0,for sale,apartment,,myrealty.am,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1
"Yerevan, Center, Mashtots Ave",Yerevan, Center, Mashtots Ave,102000,3400,865.0,30.0,2,2,5,1,Stone,2.8,Newly repaired,01.09.2021,16.11.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Internet,Electricity,Air-conditioner,water24/7","Furniture,Equipment,Balcony,Tile,Laminateflooring,Sunny",https://myrealty.am/en/2-bedroom/apartment-for-sale/Mashtots+Ave/Center/Yerevan/114056,0,0,for sale,apartment,,bars.am,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"Yerevan, Arabkir, Komitas Ave",Yerevan, Arabkir, Komitas Ave,50000,1563,1292.0,32.0,1,4,5,1,Stone,2.8,Newly repaired,31.08.2021,31.08.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Laminateflooring,Parquet,Sunny,View,Roadside,Closetothebusstation",https://myrealty.am/en/1-bedroom/apartment-for-sale/Komitas+Ave/Arabkir/Yerevan/114048,0,0,for sale,apartment,,bars.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1
"Yerevan, Center, D. Demirchyan St",Yerevan, Center, D. Demirchyan St,255000,2602,805.0,98.0,3,2,9,1,Monolit,2.8,Newly repaired,31.08.2021,18.11.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Hotwater,Sewerage,Canalization,Electricity,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Tile,Sunny,View,Elevator",https://myrealty.am/en/3-bedroom/apartment-for-sale/D.+Demirchyan+St/Center/Yerevan/114047,0,0,for sale,apartment,,myrealty.am,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
"Yerevan, Center, Nalbandyan St",Yerevan, Center, Nalbandyan St,190000,1959,822.0,97.0,3,3,5,1,Stone,3.0,Zero condition,31.08.2021,02.03.2022,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Hotwater,Sewerage,Canalization,Electricity,Air-conditioner,Gas,Water,water24/7","Eurowindows,Irondoor,Openbalcony,Securitysystem,Sunny,View,Bilateral,Roadside,Closetothebusstation",https://myrealty.am/en/3-bedroom/apartment-for-sale/Nalbandyan+St/Center/Yerevan/114090,0,0,for sale,apartment,,bars.am,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1
"Yerevan, Center, Tsitsernakaberd Highway",Yerevan, Center, Tsitsernakaberd Highway,230000,2091,927.0,110.0,2,4,13,1,Monolit,3.0,Newly repaired,31.08.2021,16.11.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Internet,Hotwater,Sewerage,Canalization,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Laminateflooring,Sunny,View,Roadside,Closetothebusstation,Playground,Park,Elevator",https://myrealty.am/en/2-bedroom/apartment-for-sale/Tsitsernakaberd+Highway/Center/Yerevan/114035,0,0,for sale,apartment,,myrealty.am,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,1
"Yerevan, Center, Antarayin St",Yerevan, Center, Antarayin St,135000,1957,1086.0,69.0,1,7,14,1,Monolit,3.0,Newly repaired,31.08.2021,12.11.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Openbalcony,Tile,Sunny,View,Parking,Playground,Elevator",https://myrealty.am/en/1-bedroom/apartment-for-sale-in-new-construction/Antarayin+St/Center/Yerevan/114033,0,0,for sale,apartment,,bars.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1
"Yerevan, Arabkir, Shahsuvaryan St",Yerevan, Arabkir, Shahsuvaryan St,130000,1548,147.0,84.0,4,6,10,1,Panel,2.8,Newly repaired,31.08.2021,26.04.2022,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Internet,Hotwater,Electricity,Gas,Water,water24/7","Eurowindows,Openbalcony,Tile,Sunny,View,Roadside,Closetothebusstation,Playground,Park,Elevator",https://myrealty.am/en/4-bedroom/apartment-for-sale/Shahsuvaryan+St/Arabkir/Yerevan/121183,0,0,for sale,apartment,,myrealty.am,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1
"Yerevan, Center, G.Lusavorich St",Yerevan, Center, G.Lusavorich St,70000,2059,861.0,34.0,1,4,4,1,Stone,3.0,Newly repaired,31.08.2021,12.11.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Hotwater,Sewerage,Canalization,Electricity,Gas,Water,water24/7","Eurowindows,Tile,Laminateflooring,Sunny,View,Closetothebusstation,Parking,Playground",https://myrealty.am/en/1-bedroom/apartment-for-sale/G.Lusavorich+St/Center/Yerevan/114032,0,0,for sale,apartment,,bars.am,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1
"Yerevan, Center, Baghramyan Ave 1 blind end",Yerevan, Center, Baghramyan Ave 1 blind end,83000,2075,768.0,40.0,1,6,11,1,Panel,2.8,Newly repaired,31.08.2021,12.11.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Water,water24/7,Electricity,Hotwater,Gas,Heating","Elevator,Equipment,Furniture",https://myrealty.am/en/1-bedroom/apartment-for-sale/Baghramyan+Ave++1+blind+end/Center/Yerevan/114030,0,0,for sale,apartment,,bars.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yerevan, Center, Tpagrichner St",Yerevan, Center, Tpagrichner St,250000,1250,417.0,200.0,6,4,5,2,Stone,3.0,Newly repaired,31.08.2021,31.08.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Fireplace,Eurowindows,Irondoor,Openbalcony,Tile,Parquet,Sunny,View,Closetothebusstation,Playground,Park",https://myrealty.am/en/6-bedroom/apartment-for-sale/Tpagrichner+St/Center/Yerevan/114028,0,0,for sale,apartment,,myrealty.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1
"Yerevan, Center, Abovyan St",Yerevan, Center, Abovyan St,102000,2429,822.0,42.0,1,5,5,1,Stone,3.0,Newly repaired,31.08.2021,12.11.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Hotwater,Electricity,Gas,Water,water24/7","Furniture,Eurowindows,Tile,Parquet,Sunny,View,Closetothebusstation,Parking,Playground",https://myrealty.am/en/1-bedroom/apartment-for-sale/Abovyan+St/Center/Yerevan/114027,0,0,for sale,apartment,,myrealty.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1
"Yerevan, Arabkir, Sundukyan St",Yerevan, Arabkir, Sundukyan St,229000,1128,669.0,203.0,5,3,3,1,Stone,3.2,Newly repaired,31.08.2021,31.08.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Eurowindows,Openbalcony,Basement,Tile,Laminateflooring,Sunny,View,Closetothebusstation,Parking,Playground",https://myrealty.am/en/5-bedroom/apartment-for-sale/Sundukyan+St/Arabkir/Yerevan/114025,0,0,for sale,apartment,,myrealty.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1
"Yerevan, Arabkir, Arxutyan St",Yerevan, Arabkir, Arxutyan St,276000,1704,798.0,162.0,1,1,3,2,Stone,3.2,Newly repaired,31.08.2021,21.02.2022,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Hotwater,Sewerage,Canalization,Electricity,Gas,Water,water24/7","Fireplace,Eurowindows,Irondoor,Tile,Parquet,Heatedfloor,Highfirstfloor",https://myrealty.am/en/1-bedroom/apartment-for-sale/Arxutyan+St/Arabkir/Yerevan/114024,0,0,for sale,apartment,,bars.am,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"Yerevan, Arabkir, Baghramyan av(Arabkir)",Yerevan, Arabkir, Baghramyan av(Arabkir),128000,1422,798.0,90.0,4,4,4,1,Stone,2.8,Good,31.08.2021,31.08.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Sewerage,Canalization,Electricity,Gas,Water,water24/7","Eurowindows,Irondoor,Openbalcony,Parquet,Sunny,View,Roadside,Closetothebusstation,Park",https://myrealty.am/en/4-bedroom/apartment-for-sale/Baghramyan+av%28Arabkir%29/Arabkir/Yerevan/114017,0,0,for sale,apartment,,myrealty.am,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1
"Yerevan, Arabkir, Arabkir 51 St",Yerevan, Arabkir, Arabkir 51 St,120000,1304,968.0,92.0,4,2,10,2,Monolit,2.8,Newly repaired,31.08.2021,31.08.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Internet,Hotwater,Sewerage,Canalization,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment",https://myrealty.am/en/4-bedroom/apartment-for-sale-in-new-construction/Arabkir+51+St/Arabkir/Yerevan/114016,0,0,for sale,apartment,,myrealty.am,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yerevan, Arabkir, Keri St",Yerevan, Arabkir, Keri St,81000,1266,784.0,64.0,3,10,10,1,Panel,3.0,Newly repaired,31.08.2021,31.08.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Water,water24/7,Hotwater,Gas,Heating","Elevator,Balcony",https://myrealty.am/en/3-bedroom/apartment-for-sale/Keri+St/Arabkir/Yerevan/114014,0,0,for sale,apartment,,bars.am,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yerevan, Center, Moskovyan St",Yerevan, Center, Moskovyan St,795000,4229,422.0,188.0,5,2,8,2,Monolit,3.2,Newly repaired,19.01.2022,20.02.2022,08.05.2022,40.1878218,44.5120511,"""Moskovyan Plaza"", Մոսկովյան փողոց, Կենտրոն, Երևան, 0002, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Eurowindows,Irondoor,Openbalcony,Laminateflooring,Securitysystem,Sunny,View,Bilateral,Roadside,Closetothebusstation,Parking,Elevator",https://myrealty.am/en/5-bedroom/apartment-for-sale-in-new-construction/Moskovyan+St/Center/Yerevan/119112,0,0,for sale,apartment,,myrealty.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1
"Yerevan, Center, Argishti St",Yerevan, Center, Argishti St,58000,1526,1030.0,38.0,1,11,14,1,Monolit,2.8,Newly repaired,19.01.2022,12.03.2022,08.05.2022,40.1744247,44.502529,"ՎիվաՍել-ՄՏՍ-ի գլխավոր գրասենյակ, 4/1, Արգիշտի փողոց, Կենտրոն, Երևան, 0015, Հայաստան","Heating,Hotwater,Electricity,Gas,Water,water24/7","Eurowindows,Openbalcony,Tile,Laminateflooring,Sunny,Roadside,Elevator",https://myrealty.am/en/1-bedroom/apartment-for-sale-in-new-construction/Argishti+St/Center/Yerevan/118138,0,0,for sale,apartment,,bars.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0
"Yerevan, Arabkir, Adonts St",Yerevan, Arabkir, Adonts St,145000,1408,768.0,103.0,3,8,11,1,Monolit,3.0,Newly repaired,18.01.2022,18.01.2022,08.05.2022,40.2101385,44.5283019,"3, Նիկողայոս Ադոնցի փողոց, Արաբկիր, Երևան, 0014, Հայաստան","Heating,Hotwater,Electricity,Gas,Water,water24/7","Eurowindows,Irondoor,Openbalcony,Securitysystem,Sunny,Roadside,Playground,Park,Elevator",https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Adonts+St/Arabkir/Yerevan/118083,0,0,for sale,apartment,,bars.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0
"Yerevan, Avan, Narekatsi district",Yerevan, Avan, Narekatsi district,82000,976,532.0,84.0,3,13,14,1,Panel,2.8,Newly repaired,18.01.2022,18.01.2022,08.05.2022,40.2185985,44.581792,"30, Նարեկացի թաղամաս, Ավան, Երևան, 0060, Հայաստան","Heating,Hotwater,Electricity,Gas,Water,water24/7","Furniture,Irondoor,Balcony,Tile,Parquet,Sunny,View,Closetothebusstation,Playground,Park,Elevator",https://myrealty.am/en/3-bedroom/apartment-for-sale/Narekatsi+district/Avan/Yerevan/118069,0,0,for sale,apartment,,myrealty.am,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1
"Yerevan, Center, Amiryan St",Yerevan, Center, Amiryan St,131000,3119,,42.0,2,7,21,1,Monolit,3.0,Newly repaired,18.01.2022,18.01.2022,08.05.2022,40.1794947,44.5108391,"4/2, Ամիրյան փողոց, Կենտրոն, Երևան, 0010, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Laminateflooring,Sunny,View,Closetothebusstation,Playground,Park,Elevator",https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Amiryan+St/Center/Yerevan/118068,0,0,for sale,apartment,,myrealty.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1
